offer_id,offer_type,status,expiration_reason,prop_id_original,prop_id_upgrade,original_adr,upgrade_list_adr,offer_adr,discount_pct,revenue_lift,guest_adults,stay_nights,days_to_arrival,email_opened,email_clicked,offer_booked,offer_expired
hist_bfb112a89d4f,fallback,opened,,prop_0f4a8i,prop_c88oq1,100,400,270.89,0.43,170.89,1,7,31,1,0,0,0
hist_7d17bc75ff92,original,ignored,,prop_8b867z,prop_c88oq1,350,400,389.04,0.22,39.04,4,10,44,0,0,0,0
hist_5fcc368406cd,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,654.47,0.49,154.47,1,11,60,0,0,0,0
hist_0b9fc0e80fab,original,opened,,prop_08y3id,prop_wd9nox,280,500,425.72,0.34,145.72,2,11,34,1,0,0,0
hist_188bde6ac7b2,original,ignored,,prop_0f4a8i,prop_ohkebg,100,450,324.52,0.36,224.52,1,8,49,0,0,0,0
hist_dac56e160ea8,original,ignored,,prop_odd9x1,prop_8b867z,220,350,285.91,0.49,65.91,3,11,37,0,0,0,0
hist_78d847d7a059,original,ignored,,prop_odd9x1,prop_wd9nox,220,500,380.28,0.43,160.28,3,9,3,0,0,0,0
hist_f2ae4742ae20,original,ignored,,prop_odd9x1,prop_08y3id,220,280,264.57,0.26,44.57,4,14,37,0,0,0,0
hist_8931118afddf,original,ignored,,prop_08y3id,prop_ohkebg,280,450,374.11,0.45,94.11,2,11,51,0,0,0,0
hist_8cad42705018,original,expired,target-property-booked,prop_8b867z,prop_c88oq1,350,400,383.06,0.34,33.06,1,2,24,1,0,0,1
hist_e20bd01c0d31,fallback,ignored,,prop_8b867z,prop_ohkebg,350,450,405.45,0.45,55.45,1,2,24,0,0,0,0
hist_f5aef654cc96,original,ignored,,prop_saud8h,prop_g0ppb2,250,800,559.74,0.44,309.74,2,2,13,0,0,0,0
hist_c8ea2bc7dd6d,original,opened,,prop_3nrojh,prop_saud8h,120,250,196.36,0.41,76.36,2,10,23,1,0,0,0
hist_5eb141074f74,original,ignored,,prop_8b867z,prop_wd9nox,350,500,448.28,0.34,98.28,1,12,48,0,0,0,0
hist_fde57ff4d673,original,ignored,,prop_3nrojh,prop_odd9x1,120,220,174.06,0.46,54.06,2,12,43,0,0,0,0
hist_b426bc4e4fdc,original,ignored,,prop_8b867z,prop_ohkebg,350,450,427.26,0.23,77.26,2,9,35,0,0,0,0
hist_2d8b474fd27e,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,427.47,0.45,27.47,1,12,17,0,0,0,0
hist_5abf1b5cd9a6,original,clicked,,prop_odd9x1,prop_wd9nox,220,500,437.73,0.22,217.73,3,9,54,1,1,0,0
hist_bba1d372fc4f,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,697.53,0.34,197.53,3,9,33,1,0,0,0
hist_54f9fe7f4a72,original,opened,,prop_0f4a8i,prop_08y3id,100,280,201.9,0.43,101.9,4,14,18,1,0,0,0
hist_daa7f22ab175,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,652.61,0.49,152.61,3,12,53,0,0,0,0
hist_00a0e882d8aa,original,ignored,,prop_3nrojh,prop_wd9nox,120,500,386.71,0.3,266.71,3,3,23,0,0,0,0
hist_c728b1fd8484,original,ignored,,prop_8b867z,prop_c88oq1,350,400,383.09,0.34,33.09,4,7,60,0,0,0,0
hist_54519aa75df1,original,ignored,,prop_c88oq1,prop_g0ppb2,400,800,682.08,0.29,282.08,4,5,46,0,0,0,0
hist_42d76ab57354,original,opened,,prop_3nrojh,prop_g0ppb2,120,800,613.54,0.27,493.54,2,11,14,1,0,0,0
hist_2b82679afefb,original,clicked,,prop_08y3id,prop_ohkebg,280,450,408.41,0.24,128.41,2,5,18,1,1,0,0
hist_f7551bde7efc,original,opened,,prop_8b867z,prop_c88oq1,350,400,388.92,0.22,38.92,3,9,45,1,0,0,0
hist_b53e08976f79,original,opened,,prop_xsf7c1,prop_odd9x1,150,220,203.84,0.23,53.84,4,4,46,1,0,0,0
hist_3d2b52107ef0,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,486.54,0.27,36.54,1,12,43,0,0,0,0
hist_f744321f273b,original,ignored,,prop_saud8h,prop_c88oq1,250,400,325.18,0.5,75.18,1,13,43,0,0,0,0
hist_3229e233652d,original,ignored,,prop_xsf7c1,prop_c88oq1,150,400,349.57,0.2,199.57,1,5,22,0,0,0,0
hist_e617f832fd49,original,opened,,prop_saud8h,prop_8b867z,250,350,304.53,0.45,54.53,3,2,33,1,0,0,0
hist_199ef4510dc0,original,ignored,,prop_le1jwd,prop_08y3id,180,280,231.6,0.48,51.6,1,5,40,0,0,0,0
hist_14a333ea1b41,original,ignored,,prop_le1jwd,prop_odd9x1,180,220,211.8,0.2,31.8,3,5,49,0,0,0,0
hist_f596f1565b87,original,ignored,,prop_8b867z,prop_ohkebg,350,450,419.63,0.3,69.63,3,6,17,0,0,0,0
hist_8de51c95320f,original,ignored,,prop_le1jwd,prop_ohkebg,180,450,376.05,0.27,196.05,1,8,33,0,0,0,0
hist_99d633e79f21,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,685.78,0.38,185.78,2,8,46,0,0,0,0
hist_bb738e2c388b,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,485.3,0.29,35.3,1,14,11,0,0,0,0
hist_ac39e8be2a18,original,opened,,prop_saud8h,prop_8b867z,250,350,320.59,0.29,70.59,3,11,15,1,0,0,0
hist_437afc3c8fbe,original,clicked,,prop_08y3id,prop_ohkebg,280,450,371.59,0.46,91.59,4,13,25,1,1,0,0
hist_7ecd94f1f3e2,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,674.92,0.42,174.92,3,10,30,1,0,0,0
hist_8e0980361a90,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,665.48,0.45,165.48,3,4,49,0,0,0,0
hist_f20a08a30dab,original,opened,,prop_c88oq1,prop_wd9nox,400,500,465.09,0.35,65.09,2,3,40,1,0,0,0
hist_395d46830858,original,ignored,,prop_odd9x1,prop_saud8h,220,250,237.43,0.42,17.43,2,10,22,0,0,0,0
hist_fdfc76fc8f0d,original,opened,,prop_c88oq1,prop_wd9nox,400,500,473.28,0.27,73.28,1,6,60,1,0,0,0
hist_3fe4816548bb,original,opened,,prop_8b867z,prop_ohkebg,350,450,417.38,0.33,67.38,3,10,25,1,0,0,0
hist_175567ae5839,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,663.22,0.46,163.22,1,2,32,1,0,0,0
hist_055f3d8d7905,original,opened,,prop_8b867z,prop_wd9nox,350,500,453.48,0.31,103.48,3,13,33,1,0,0,0
hist_45c4bb49cc51,original,opened,,prop_08y3id,prop_c88oq1,280,400,352.03,0.4,72.03,2,4,28,1,0,0,0
hist_05260c591cb5,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,481.92,0.36,31.92,4,6,35,0,0,0,0
hist_d18201effb15,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,700.7,0.33,200.7,3,2,8,1,0,0,0
hist_b568d635b5d4,original,expired,time-expired,prop_08y3id,prop_wd9nox,280,500,427.67,0.33,147.67,1,6,1,1,0,0,1
hist_cf0a6a1dd79c,fallback,opened,,prop_08y3id,prop_ohkebg,280,450,366.06,0.49,86.06,1,6,1,1,0,0,0
hist_30c4d420697e,original,opened,,prop_odd9x1,prop_8b867z,220,350,321.45,0.22,101.45,1,9,52,1,0,0,0
hist_924d1920933f,original,ignored,,prop_le1jwd,prop_c88oq1,180,400,303.26,0.44,123.26,4,3,34,0,0,0,0
hist_ab84330c95f4,original,opened,,prop_le1jwd,prop_08y3id,180,280,253.84,0.26,73.84,1,4,26,1,0,0,0
hist_0d03cda6e584,original,ignored,,prop_3nrojh,prop_g0ppb2,120,800,661.6,0.2,541.6,3,14,30,0,0,0,0
hist_b4356063bd67,original,opened,,prop_3nrojh,prop_saud8h,120,250,187.39,0.48,67.39,3,9,46,1,0,0,0
hist_06dbdfa0b655,original,clicked,,prop_xsf7c1,prop_le1jwd,150,180,169.04,0.37,19.04,4,2,12,1,1,0,0
hist_fadb7a7bd34f,original,ignored,,prop_saud8h,prop_wd9nox,250,500,394.67,0.42,144.67,2,2,31,0,0,0,0
hist_a03f23004366,original,ignored,,prop_0f4a8i,prop_g0ppb2,100,800,624.83,0.25,524.83,2,13,48,0,0,0,0
hist_9750983e93f2,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,432.27,0.35,32.27,2,12,53,0,0,0,0
hist_16a4a3941591,original,ignored,,prop_3nrojh,prop_le1jwd,120,180,167.61,0.21,47.61,4,8,15,0,0,0,0
hist_4d865b476edf,original,ignored,,prop_0f4a8i,prop_c88oq1,100,400,339.36,0.2,239.36,1,4,50,0,0,0,0
hist_c9ed7ffb4911,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,712.9,0.25,262.9,3,7,4,0,0,0,0
hist_86911765ed73,original,ignored,,prop_8b867z,prop_ohkebg,350,450,418.06,0.32,68.06,1,11,20,0,0,0,0
hist_2992cfd39f12,original,expired,reservation-started,prop_3nrojh,prop_ohkebg,120,450,373.25,0.23,253.25,4,11,37,1,0,0,1
hist_850a6a6ea7d3,fallback,opened,,prop_3nrojh,prop_c88oq1,120,400,297.04,0.37,177.04,4,11,37,1,0,0,0
hist_9ead26125899,original,ignored,,prop_le1jwd,prop_odd9x1,180,220,207.22,0.32,27.22,2,2,14,0,0,0,0
hist_ab96a1b39e80,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,688.42,0.37,188.42,2,7,38,1,0,0,0
hist_c4e1d541c996,original,opened,,prop_odd9x1,prop_saud8h,220,250,238.73,0.38,18.73,2,2,7,1,0,0,0
hist_13ae619811c7,original,opened,,prop_c88oq1,prop_wd9nox,400,500,460.14,0.4,60.14,1,4,36,1,0,0,0
hist_e31b2bbba433,original,opened,,prop_3nrojh,prop_c88oq1,120,400,327.93,0.26,207.93,1,3,28,1,0,0,0
hist_ae10f55dc58c,original,opened,,prop_ohkebg,prop_g0ppb2,450,800,644.71,0.44,194.71,1,5,49,1,0,0,0
hist_664ee7186039,original,ignored,,prop_08y3id,prop_c88oq1,280,400,362.35,0.31,82.35,2,6,2,0,0,0,0
hist_ae3c729aa492,original,ignored,,prop_saud8h,prop_c88oq1,250,400,336.79,0.42,86.79,3,12,20,0,0,0,0
hist_4129f1240618,original,ignored,,prop_odd9x1,prop_ohkebg,220,450,366.46,0.36,146.46,2,14,47,0,0,0,0
hist_536ab2dccc93,original,expired,time-expired,prop_wd9nox,prop_g0ppb2,500,800,716.69,0.28,216.69,4,8,42,1,0,0,1
hist_b9b659b66954,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,730.77,0.23,230.77,3,3,39,1,0,0,0
hist_df9e844c7531,original,ignored,,prop_8b867z,prop_g0ppb2,350,800,672.51,0.28,322.51,4,9,7,0,0,0,0
hist_d19c78bda1a0,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,730.0,0.2,280.0,3,14,15,0,0,0,0
hist_de221c84ea45,original,ignored,,prop_c88oq1,prop_wd9nox,400,500,469.12,0.31,69.12,2,6,41,0,0,0,0
hist_a060bd92e2ca,original,opened,,prop_ohkebg,prop_g0ppb2,450,800,708.18,0.26,258.18,4,3,14,1,0,0,0
hist_0a0dfbdca0c6,original,ignored,,prop_odd9x1,prop_8b867z,220,350,287.9,0.48,67.9,4,4,24,0,0,0,0
hist_452f1dad1b56,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,729.76,0.23,229.76,2,7,27,0,0,0,0
hist_66d320894df0,original,ignored,,prop_odd9x1,prop_08y3id,220,280,253.88,0.44,33.88,1,5,4,0,0,0,0
hist_37c25e19b4d1,original,ignored,,prop_c88oq1,prop_ohkebg,400,450,438.66,0.23,38.66,1,7,30,0,0,0,0
hist_d8fdc0dfec00,original,opened,,prop_le1jwd,prop_g0ppb2,180,800,497.17,0.49,317.17,1,10,36,1,0,0,0
hist_07ee81c1066d,original,ignored,,prop_c88oq1,prop_g0ppb2,400,800,643.03,0.39,243.03,2,2,56,0,0,0,0
hist_67092544f3b5,original,expired,time-expired,prop_c88oq1,prop_g0ppb2,400,800,638.0,0.41,238.0,4,14,30,1,0,0,1
hist_1b46bc8e6199,fallback,ignored,,prop_c88oq1,prop_wd9nox,400,500,479.24,0.21,79.24,4,14,30,0,0,0,0
hist_67e2fb5ffce2,original,opened,,prop_0f4a8i,prop_ohkebg,100,450,333.08,0.33,233.08,4,8,13,1,0,0,0
hist_13de0dc29468,original,ignored,,prop_le1jwd,prop_saud8h,180,250,235.56,0.21,55.56,2,11,17,0,0,0,0
hist_901ba6571437,original,ignored,,prop_odd9x1,prop_g0ppb2,220,800,580.27,0.38,360.27,1,2,16,0,0,0,0
hist_44dd8b610a35,original,ignored,,prop_0f4a8i,prop_saud8h,100,250,191.03,0.39,91.03,2,10,46,0,0,0,0
hist_d5db70b561e1,original,expired,time-expired,prop_8b867z,prop_g0ppb2,350,800,636.8,0.36,286.8,4,10,28,1,0,0,1
hist_fdcbf43ef4c5,fallback,opened,,prop_8b867z,prop_c88oq1,350,400,378.41,0.43,28.41,4,10,28,1,0,0,0
hist_76feddd84cff,original,ignored,,prop_le1jwd,prop_g0ppb2,180,800,529.37,0.44,349.37,3,4,8,0,0,0,0
hist_b583ac60eed1,original,opened,,prop_xsf7c1,prop_ohkebg,150,450,339.49,0.37,189.49,2,5,6,1,0,0,0
hist_e8d288c77863,original,clicked,,prop_wd9nox,prop_g0ppb2,500,800,719.32,0.27,219.32,1,5,54,1,1,0,0
hist_a16cdcbc6720,original,opened,,prop_8b867z,prop_g0ppb2,350,800,583.26,0.48,233.26,2,8,42,1,0,0,0
hist_a33d5f18560d,original,opened,,prop_3nrojh,prop_ohkebg,120,450,310.86,0.42,190.86,4,13,59,1,0,0,0
hist_58f94da33907,original,opened,,prop_xsf7c1,prop_08y3id,150,280,234.98,0.35,84.98,4,4,5,1,0,0,0
hist_033ab5fdd180,original,opened,,prop_08y3id,prop_ohkebg,280,450,395.47,0.32,115.47,4,12,29,1,0,0,0
hist_3e88f2d5570c,original,opened,,prop_ohkebg,prop_g0ppb2,450,800,656.42,0.41,206.42,2,9,36,1,0,0,0
hist_eaaa346f48e5,original,ignored,,prop_odd9x1,prop_g0ppb2,220,800,669.04,0.23,449.04,2,8,4,0,0,0,0
hist_d02611a5050c,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,635.15,0.47,185.15,3,9,34,0,0,0,0
hist_cc5ca4a5442c,original,ignored,,prop_0f4a8i,prop_xsf7c1,100,150,132.17,0.36,32.17,1,6,48,0,0,0,0
hist_5336a9ece179,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,483.91,0.32,33.91,4,3,18,0,0,0,0
hist_c517976dc1ab,original,ignored,,prop_08y3id,prop_c88oq1,280,400,372.58,0.23,92.58,4,14,48,0,0,0,0
hist_f49bbe6c029c,original,opened,,prop_ohkebg,prop_g0ppb2,450,800,696.55,0.3,246.55,3,11,8,1,0,0,0
hist_d2daa4ffe403,original,opened,,prop_ohkebg,prop_g0ppb2,450,800,665.63,0.38,215.63,2,9,52,1,0,0,0
hist_7f2fe33436f9,original,ignored,,prop_8b867z,prop_c88oq1,350,400,379.94,0.4,29.94,1,11,25,0,0,0,0
hist_9f9960445fd8,original,ignored,,prop_3nrojh,prop_08y3id,120,280,209.78,0.44,89.78,2,7,3,0,0,0,0
hist_f60869b56cf2,original,opened,,prop_le1jwd,prop_c88oq1,180,400,354.71,0.21,174.71,1,3,33,1,0,0,0
hist_6736756ffd0f,original,opened,,prop_saud8h,prop_08y3id,250,280,271.4,0.29,21.4,3,11,8,1,0,0,0
hist_f082ff3893c5,original,ignored,,prop_xsf7c1,prop_saud8h,150,250,226.96,0.23,76.96,4,11,7,0,0,0,0
hist_4c407f49d595,original,ignored,,prop_odd9x1,prop_g0ppb2,220,800,524.13,0.48,304.13,2,2,42,0,0,0,0
hist_b5dabafdfa45,original,opened,,prop_c88oq1,prop_g0ppb2,400,800,633.76,0.42,233.76,2,7,39,1,0,0,0
hist_e7d9ef71e357,original,opened,,prop_xsf7c1,prop_c88oq1,150,400,287.72,0.45,137.72,3,4,55,1,0,0,0
hist_29188ada1f77,original,ignored,,prop_xsf7c1,prop_c88oq1,150,400,286.9,0.45,136.9,2,3,53,0,0,0,0
hist_160d3427161d,original,opened,,prop_08y3id,prop_8b867z,280,350,330.2,0.28,50.2,3,8,48,1,0,0,0
hist_312d06d86be4,original,ignored,,prop_xsf7c1,prop_g0ppb2,150,800,556.33,0.37,406.33,2,8,45,0,0,0,0
hist_62f7e9856462,original,opened,,prop_odd9x1,prop_wd9nox,220,500,371.66,0.46,151.66,4,7,49,1,0,0,0
hist_b5b3104d3b12,original,ignored,,prop_3nrojh,prop_ohkebg,120,450,323.94,0.38,203.94,1,12,38,0,0,0,0
hist_6e4fbc1a25e8,original,opened,,prop_saud8h,prop_8b867z,250,350,303.13,0.47,53.13,4,3,19,1,0,0,0
hist_3d5956534ada,original,ignored,,prop_odd9x1,prop_8b867z,220,350,320.35,0.23,100.35,3,8,20,0,0,0,0
hist_9aa2846216fb,original,ignored,,prop_3nrojh,prop_le1jwd,120,180,151.76,0.47,31.76,1,9,18,0,0,0,0
hist_1fb193c64908,original,ignored,,prop_0f4a8i,prop_3nrojh,100,120,114.49,0.28,14.49,3,3,12,0,0,0,0
hist_0f6c049d4bae,original,purchased,,prop_xsf7c1,prop_le1jwd,150,180,165.89,0.47,15.89,2,10,21,1,1,1,0
hist_f2970633e8b0,original,ignored,,prop_0f4a8i,prop_le1jwd,100,180,144.17,0.45,44.17,2,9,34,0,0,0,0
hist_4f70ea1cb7d4,original,opened,,prop_0f4a8i,prop_odd9x1,100,220,182.7,0.31,82.7,3,7,27,1,0,0,0
hist_c3313be9fc63,original,ignored,,prop_le1jwd,prop_g0ppb2,180,800,557.0,0.39,377.0,4,13,28,0,0,0,0
hist_d8956531c0c3,original,opened,,prop_08y3id,prop_g0ppb2,280,800,566.02,0.45,286.02,4,11,1,1,0,0,0
hist_26a35d27d264,original,opened,,prop_c88oq1,prop_g0ppb2,400,800,718.91,0.2,318.91,2,14,9,1,0,0,0
hist_b2565f8338b2,original,opened,,prop_odd9x1,prop_ohkebg,220,450,372.76,0.34,152.76,3,8,51,1,0,0,0
hist_f2aca76cab94,original,opened,,prop_8b867z,prop_wd9nox,350,500,463.35,0.24,113.35,4,11,49,1,0,0,0
hist_c1a4c14c956d,original,opened,,prop_08y3id,prop_wd9nox,280,500,391.34,0.49,111.34,3,12,14,1,0,0,0
hist_7eda69f20635,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,693.32,0.36,193.32,4,11,36,1,0,0,0
hist_d18e4dea757b,original,opened,,prop_c88oq1,prop_g0ppb2,400,800,604.84,0.49,204.84,1,5,25,1,0,0,0
hist_a57889dddaa3,original,ignored,,prop_8b867z,prop_c88oq1,350,400,376.87,0.46,26.87,2,9,43,0,0,0,0
hist_498631f53aca,original,opened,,prop_xsf7c1,prop_ohkebg,150,450,327.92,0.41,177.92,4,3,18,1,0,0,0
hist_c5892700324f,original,opened,,prop_08y3id,prop_8b867z,280,350,329.5,0.29,49.5,4,12,9,1,0,0,0
hist_60f015ed058e,original,ignored,,prop_0f4a8i,prop_le1jwd,100,180,147.98,0.4,47.98,4,12,8,0,0,0,0
hist_d7db60b12aac,original,ignored,,prop_xsf7c1,prop_c88oq1,150,400,346.55,0.21,196.55,3,8,11,0,0,0,0
hist_11e682166fbc,original,opened,,prop_0f4a8i,prop_c88oq1,100,400,312.85,0.29,212.85,1,12,36,1,0,0,0
hist_38916b6c71dd,original,opened,,prop_08y3id,prop_c88oq1,280,400,356.49,0.36,76.49,3,13,1,1,0,0,0
hist_5de9703a03a5,original,ignored,,prop_xsf7c1,prop_saud8h,150,250,211.0,0.39,61.0,4,5,20,0,0,0,0
hist_f2d732a183d7,original,expired,target-property-booked,prop_saud8h,prop_wd9nox,250,500,387.68,0.45,137.68,3,12,9,1,0,0,1
hist_35dd5c6b2344,fallback,ignored,,prop_saud8h,prop_g0ppb2,250,800,586.03,0.39,336.03,3,12,9,0,0,0,0
hist_0fc08c166a27,original,ignored,,prop_3nrojh,prop_ohkebg,120,450,369.0,0.25,249.0,3,9,58,0,0,0,0
hist_071f08bbcbd5,original,opened,,prop_8b867z,prop_wd9nox,350,500,462.41,0.25,112.41,2,10,41,1,0,0,0
hist_1132c2618c56,original,ignored,,prop_saud8h,prop_08y3id,250,280,271.68,0.28,21.68,3,5,18,0,0,0,0
hist_26da61657f86,original,ignored,,prop_3nrojh,prop_c88oq1,120,400,263.29,0.49,143.29,1,7,28,0,0,0,0
hist_f2d8bf85f0df,original,opened,,prop_ohkebg,prop_wd9nox,450,500,475.09,0.5,25.09,3,6,56,1,0,0,0
hist_1cecb98cbf1e,original,ignored,,prop_saud8h,prop_wd9nox,250,500,409.87,0.36,159.87,1,10,28,0,0,0,0
hist_da6dc3bcd522,original,expired,target-property-booked,prop_wd9nox,prop_g0ppb2,500,800,729.08,0.24,229.08,1,2,17,1,0,0,1
hist_30819fdbd443,original,ignored,,prop_le1jwd,prop_g0ppb2,180,800,667.35,0.21,487.35,1,9,11,0,0,0,0
hist_3c4a905253d0,original,opened,,prop_8b867z,prop_c88oq1,350,400,388.47,0.23,38.47,4,12,32,1,0,0,0
hist_1ee21d7a3410,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,629.8,0.49,179.8,1,7,55,0,0,0,0
hist_70ae01e8f3b2,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,650.08,0.5,150.08,4,12,3,0,0,0,0
hist_d584a6b7af8a,original,opened,,prop_0f4a8i,prop_08y3id,100,280,217.39,0.35,117.39,1,4,29,1,0,0,0
hist_4ff01b9e5aef,original,opened,,prop_08y3id,prop_wd9nox,280,500,425.23,0.34,145.23,2,13,21,1,0,0,0
hist_76a5875d7ae8,original,ignored,,prop_8b867z,prop_wd9nox,350,500,460.33,0.26,110.33,1,11,23,0,0,0,0
hist_7539c3f24c15,original,expired,time-expired,prop_odd9x1,prop_g0ppb2,220,800,564.69,0.41,344.69,4,5,43,1,0,0,1
hist_550d370b227e,fallback,opened,,prop_odd9x1,prop_8b867z,220,350,300.09,0.38,80.09,4,5,43,1,0,0,0
hist_25a80a6d1369,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,662.78,0.46,162.78,1,12,3,0,0,0,0
hist_41e268c8275f,original,ignored,,prop_8b867z,prop_c88oq1,350,400,382.14,0.36,32.14,1,4,59,0,0,0,0
hist_e1368cd37a68,original,expired,target-property-booked,prop_wd9nox,prop_g0ppb2,500,800,729.8,0.23,229.8,3,5,48,1,0,0,1
hist_cfa42d3d0064,original,ignored,,prop_odd9x1,prop_c88oq1,220,400,338.29,0.34,118.29,4,10,19,0,0,0,0
hist_a25b97d055a7,original,clicked,,prop_wd9nox,prop_g0ppb2,500,800,684.51,0.38,184.51,4,10,20,1,1,0,0
hist_46c7ed9f8929,original,opened,,prop_odd9x1,prop_c88oq1,220,400,361.05,0.22,141.05,4,14,32,1,0,0,0
hist_02afc66efbe8,original,clicked,,prop_08y3id,prop_ohkebg,280,450,367.28,0.49,87.28,2,3,50,1,1,0,0
hist_200f102288c9,original,ignored,,prop_ohkebg,prop_wd9nox,450,500,481.44,0.37,31.44,3,7,54,0,0,0,0
hist_477ee72cda1b,original,ignored,,prop_08y3id,prop_wd9nox,280,500,415.0,0.39,135.0,1,8,49,0,0,0,0
hist_f0e7b2827ca9,original,opened,,prop_0f4a8i,prop_ohkebg,100,450,344.49,0.3,244.49,2,14,6,1,0,0,0
hist_b0365693fa57,original,opened,,prop_le1jwd,prop_08y3id,180,280,251.26,0.29,71.26,2,6,59,1,0,0,0
hist_e0e9a4fdd066,original,ignored,,prop_xsf7c1,prop_g0ppb2,150,800,588.09,0.33,438.09,1,8,4,0,0,0,0
hist_a38022b6ebeb,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,719.15,0.23,269.15,3,3,16,0,0,0,0
hist_695b1bc0dc18,original,ignored,,prop_ohkebg,prop_g0ppb2,450,800,634.05,0.47,184.05,4,13,30,0,0,0,0
hist_68ace3a0b33c,original,ignored,,prop_le1jwd,prop_8b867z,180,350,269.45,0.47,89.45,2,5,4,0,0,0,0
hist_4889a60cc3ca,original,expired,time-expired,prop_3nrojh,prop_g0ppb2,120,800,661.9,0.2,541.9,1,8,40,1,0,0,1
hist_9a6af1daa5f8,fallback,opened,,prop_3nrojh,prop_odd9x1,120,220,190.57,0.29,70.57,1,8,40,1,0,0,0
hist_b11108c204ca,original,opened,,prop_ohkebg,prop_g0ppb2,450,800,655.88,0.41,205.88,3,14,23,1,0,0,0
hist_ea6bdc91c36e,original,ignored,,prop_le1jwd,prop_saud8h,180,250,228.78,0.3,48.78,1,9,9,0,0,0,0
hist_b400bf5fac0b,original,ignored,,prop_0f4a8i,prop_ohkebg,100,450,276.43,0.5,176.43,1,5,28,0,0,0,0
hist_956586546d80,original,ignored,,prop_xsf7c1,prop_g0ppb2,150,800,499.74,0.46,349.74,3,14,30,0,0,0,0
hist_d11e0370f4e8,original,ignored,,prop_3nrojh,prop_c88oq1,120,400,298.73,0.36,178.73,1,3,36,0,0,0,0
hist_f2f5d6a36032,original,opened,,prop_8b867z,prop_g0ppb2,350,800,618.55,0.4,268.55,2,12,58,1,0,0,0
hist_9b897166b828,original,ignored,,prop_08y3id,prop_g0ppb2,280,800,608.18,0.37,328.18,2,12,38,0,0,0,0
hist_8faa6d05f8fd,original,ignored,,prop_8b867z,prop_wd9nox,350,500,449.17,0.34,99.17,1,8,19,0,0,0,0
hist_7a2765817a4e,original,opened,,prop_saud8h,prop_8b867z,250,350,321.83,0.28,71.83,3,12,11,1,0,0,0
hist_ae55d17e1b62,original,ignored,,prop_odd9x1,prop_c88oq1,220,400,334.96,0.36,114.96,1,13,48,0,0,0,0
hist_c564e80e9475,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,667.45,0.44,167.45,2,14,51,0,0,0,0
hist_ec24e9f79a85,original,ignored,,prop_8b867z,prop_g0ppb2,350,800,621.69,0.4,271.69,1,9,11,0,0,0,0
hist_f9e6851e1869,original,opened,,prop_ohkebg,prop_wd9nox,450,500,477.72,0.45,27.72,4,12,25,1,0,0,0
hist_f32c358bd1be,original,ignored,,prop_08y3id,prop_g0ppb2,280,800,577.83,0.43,297.83,2,4,21,0,0,0,0
hist_e9b819547898,original,ignored,,prop_saud8h,prop_8b867z,250,350,327.67,0.22,77.67,2,9,50,0,0,0,0
hist_029d2139a404,original,ignored,,prop_3nrojh,prop_ohkebg,120,450,375.5,0.23,255.5,4,13,2,0,0,0,0
hist_a1c92ea3dcc5,original,opened,,prop_wd9nox,prop_g0ppb2,500,800,693.69,0.35,193.69,3,5,7,1,0,0,0
hist_6affb3001620,original,ignored,,prop_c88oq1,prop_g0ppb2,400,800,610.67,0.47,210.67,4,9,15,0,0,0,0
hist_ea93dfde682c,original,ignored,,prop_xsf7c1,prop_g0ppb2,150,800,485.4,0.48,335.4,3,14,12,0,0,0,0
hist_f1f0cf0dabeb,original,ignored,,prop_wd9nox,prop_g0ppb2,500,800,735.47,0.22,235.47,2,6,19,0,0,0,0
hist_184e2691fbfe,original,ignored,,prop_odd9x1,prop_saud8h,220,250,237.73,0.41,17.73,3,7,47,0,0,0,0
hist_01824be81a49,original,clicked,,prop_ohkebg,prop_wd9nox,450,500,488.22,0.24,38.22,1,2,35,1,1,0,0
hist_66b095e350ba,original,opened,,prop_3nrojh,prop_xsf7c1,120,150,140.48,0.32,20.48,2,3,57,1,0,0,0
hist_47170cf2e0f6,original,ignored,,prop_0f4a8i,prop_3nrojh,100,120,113.59,0.32,13.59,3,11,38,0,0,0,0
